Smiles,smiles,score,comment,DrugLikenessReward,DockingScoreReward,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,SureChEMBLReward,GlaxoReward,Reward,DrugLikenessProperty,DockingScoreProperty,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,SureChEMBLProperty,GlaxoProperty,Epoch
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
CCc1ccc(-c2cccc(C)c2)cc1,CCc1ccc(-c2cccc(C)c2)cc1,0.85,"The molecule has a simple aromatic structure with no obvious reactive groups or toxicophores, but its lipophilicity may be high, potentially affecting solubility and oral bioavailability.",8.5,6.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.3,0.85,-6.8,4.224420000000003,15,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
CC(c1ccccc1)c1cccc(-c2ccccc2)c1,CC(c1ccccc1)c1cccc(-c2ccccc2)c1,0.75,"The molecule has a reasonable scaffold with two aromatic rings and a central carbon, but the lack of polarity and potential for poor solubility may limit oral developability.",7.5,7.4,-0.5054000000000043,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.394599999999997,0.75,-7.4,5.505400000000004,20,0,0,0,0,0,50
c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic structure which may impact solubility and oral bioavailability.,7.5,7.1,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.461199999999995,0.75,-7.1,5.138800000000004,20,0,0,0,0,0,50
c1ccc(Cc2ccccc2Cc2ccccc2)cc1,c1ccc(Cc2ccccc2Cc2ccccc2)cc1,0.65,"The molecule contains a large, lipophilic aromatic core with multiple benzene rings, which may lead to poor solubility and permeability, though it lacks obvious reactive groups or toxicophores.",6.5,6.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.3,0.65,-6.8,4.868200000000004,20,0,0,0,0,0,50
CC(F)CCc1cccc(-c2ccccc2)c1,CC(F)CCc1cccc(-c2ccccc2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity may be high due to the aromatic system and alkyl chain, potentially affecting solubility and oral bioavailability.",7.5,6.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.0,0.75,-6.5,4.644200000000004,17,0,0,0,0,0,50
Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,0.65,"The molecule contains a bulky, symmetric structure with multiple aromatic rings, which may impact solubility and oral bioavailability, though it lacks obvious reactive groups or toxicophores.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1ccc(-c2cccc(Cc3ccccc3)c2)cc1,Cc1ccc(-c2cccc(Cc3ccccc3)c2)cc1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its complexity and potential for poor solubility may limit oral developability.",7.5,7.6,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.847179999999994,0.75,-7.6,5.252820000000004,20,0,0,0,0,0,50
Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,0.65,"The molecule contains a bulky, symmetric structure with multiple aromatic rings, which may impact solubility and oral bioavailability, though it lacks obvious reactive groups or toxicophores.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic structure which may impact solubility and oral bioavailability.,7.5,7.1,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.461199999999995,0.75,-7.1,5.138800000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(Cc2cccc(C)c2)c1,Cc1cccc(Cc2cccc(C)c2)c1,0.65,"The molecule has a symmetric aromatic structure with moderate lipophilicity, but lacks polar groups and may have poor solubility and permeability, limiting oral developability.",6.5,6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.5,0.65,-6.0,3.8942400000000026,15,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,c1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic structure which may impact solubility and oral bioavailability.,7.5,7.1,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.461199999999995,0.75,-7.1,5.138800000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)C(C)F)c1,Cc1cccc(C(c2ccccc2)C(C)F)c1,0.85,"The molecule has a reasonable structure with no obvious reactive groups or toxicophores, but the fluorine substitution may introduce some metabolic liability and the overall lipophilicity could impact solubility and oral bioavailability.",8.5,6.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.2,0.85,-6.7,4.484920000000003,17,0,0,0,0,0,50
CC(c1ccccc1)c1cccc(-c2ccccc2)c1,CC(c1ccccc1)c1cccc(-c2ccccc2)c1,0.75,"The molecule has a reasonable scaffold with two aromatic rings and a central carbon, but the lack of polarity and potential for poor solubility may limit oral developability.",7.5,7.4,-0.5054000000000043,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.394599999999997,0.75,-7.4,5.505400000000004,20,0,0,0,0,0,50
CCc1cccc(Cc2ccccc2)c1,CCc1cccc(Cc2ccccc2)c1,0.85,"The molecule has a reasonable structure with no obvious reactive groups or toxicophores, but its lipophilicity may pose solubility and permeability challenges.",8.5,6.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.9,0.85,-6.4,3.839800000000002,15,0,0,0,0,0,50
CC(F)c1cccc(-c2ccc(Cc3ccccc3)cc2)c1,CC(F)c1cccc(-c2ccc(Cc3ccccc3)cc2)c1,0.75,"The molecule has a reasonable scaffold but contains a fluorine and multiple aromatic rings, which may impact solubility and metabolic stability, though no major toxicophores or synthetic liabilities are evident.",7.5,7.0,-0.9749000000000052,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.525099999999995,0.75,-7.0,5.974900000000005,22,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
CCc1ccc(-c2ccc(C(C)F)cc2)cc1,CCc1ccc(-c2ccc(C(C)F)cc2)cc1,0.75,The molecule has a reasonable scaffold but contains a fluorinated side chain which may introduce metabolic liability and synthetic complexity.,7.5,6.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.2,0.75,-6.7,4.946500000000004,17,0,0,0,0,0,50
CC(F)c1ccc(-c2ccc(Cc3ccccc3)cc2)cc1,CC(F)c1ccc(-c2ccc(Cc3ccccc3)cc2)cc1,0.75,"The molecule has a reasonable scaffold but contains a fluorine and multiple aromatic rings, which may contribute to metabolic liability and poor solubility, though no major toxicophores or reactive groups are present.",7.5,6.7,-0.9749000000000052,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.225099999999994,0.75,-6.7,5.974900000000005,22,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,0.65,"The molecule contains a bulky, symmetric structure with multiple aromatic rings, which may impact solubility and oral bioavailability, though it lacks obvious reactive groups or toxicophores.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1ccc(-c2ccccc2)cc1Cc1ccccc1,Cc1ccc(-c2ccccc2)cc1Cc1ccccc1,0.65,"The molecule contains a fused aromatic system with reasonable lipophilicity, but lacks hydrogen bond donors and has a high molecular weight, which may impact oral bioavailability and solubility.",6.5,8.0,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.247179999999997,0.65,-8.0,5.252820000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(Cc2cccc(-c3ccccc3)c2)c1,Cc1cccc(Cc2cccc(-c3ccccc3)c2)c1,0.75,"The molecule has a symmetric aromatic structure with potential for good lipophilicity, but lacks polar groups which may impact solubility and oral bioavailability.",7.5,7.6,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.847179999999994,0.75,-7.6,5.252820000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
CCc1ccc(-c2ccc(C(C)F)cc2)cc1,CCc1ccc(-c2ccc(C(C)F)cc2)cc1,0.75,The molecule has a reasonable scaffold but contains a fluorinated side chain which may introduce metabolic liability and synthetic complexity.,7.5,6.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.2,0.75,-6.7,4.946500000000004,17,0,0,0,0,0,50
Cc1cccc(-c2cccc(CC(C)F)c2)c1,Cc1cccc(-c2cccc(CC(C)F)c2)c1,0.85,"The molecule has a reasonable structure with no obvious reactive groups or toxicophores, but the presence of a fluorinated side chain may raise some concerns about metabolic stability and synthetic complexity.",8.5,6.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.4,0.85,-6.9,4.562520000000004,17,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
CCc1cccc(-c2ccc(C)cc2)c1,CCc1cccc(-c2ccc(C)cc2)c1,0.85,"The molecule has a simple aromatic structure with no obvious reactive groups or toxicophores, but its low molecular complexity and limited lipophilicity may limit oral bioavailability and target engagement.",8.5,7.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.6,0.85,-7.1,4.224420000000003,15,0,0,0,0,0,50
Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,0.65,"The molecule contains a bulky, symmetric structure with multiple aromatic rings, which may impact solubility and oral bioavailability, though it lacks obvious reactive groups or toxicophores.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1ccccc1C(C)c1ccccc1,Cc1ccccc1C(C)c1ccccc1,0.65,"The molecule contains a biphenyl core with a central carbon bridge, which may lead to poor solubility and metabolic instability, though the structure is relatively simple and lacks obvious toxicophores.",6.5,5.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.2,0.65,-5.7,4.1468200000000035,15,0,0,0,0,0,50
CC(F)Cc1cccc(-c2ccc(C(C)F)cc2)c1,CC(F)Cc1cccc(-c2ccc(C(C)F)cc2)c1,0.75,"The molecule has a reasonable scaffold but contains multiple fluorine atoms and a complex aromatic system, which may impact synthetic tractability and oral bioavailability.",7.5,7.0,-0.28460000000000374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.215399999999995,0.75,-7.0,5.284600000000004,19,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
Cc1cccc(Cc2ccc(C(C)F)cc2)c1,Cc1cccc(Cc2ccc(C(C)F)cc2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but the presence of a fluorine-substituted aromatic ring may raise concerns about metabolic stability and synthetic complexity.",7.5,6.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.9,0.75,-6.4,4.6163200000000035,17,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its high molecular weight and lipophilicity may limit oral bioavailability and solubility.",7.5,7.3,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.547179999999997,0.75,-7.3,5.252820000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1ccc(Cc2cccc(-c3ccccc3)c2)cc1,Cc1ccc(Cc2cccc(-c3ccccc3)c2)cc1,0.75,"The molecule has a reasonable scaffold but contains a potential reactive or electrophilic aromatic system which may raise safety concerns, though it shows good oral developability and acceptable physicochemical properties.",7.5,7.3,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.547179999999997,0.75,-7.3,5.252820000000004,20,0,0,0,0,0,50
Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C(c2ccccc2)c2ccccc2)cc1,0.65,"The molecule contains a bulky, symmetric structure with multiple aromatic rings, which may impact solubility and oral bioavailability, though it lacks obvious reactive groups or toxicophores.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1ccc(C(c2ccccc2)C(C)F)cc1,Cc1ccc(C(c2ccccc2)C(C)F)cc1,0.85,"The molecule has a reasonable structure with no obvious reactive groups or toxicophores, but the fluorine substitution and branching may slightly impact solubility and metabolic stability.",8.5,6.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.3,0.85,-6.8,4.484920000000003,17,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1ccc(C(c2ccccc2)C(C)F)cc1,Cc1ccc(C(c2ccccc2)C(C)F)cc1,0.85,"The molecule has a reasonable structure with no obvious reactive groups or toxicophores, but the fluorine substitution and branching may slightly impact solubility and metabolic stability.",8.5,6.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.3,0.85,-6.8,4.484920000000003,17,0,0,0,0,0,50
Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its high molecular weight and lipophilicity may limit oral bioavailability and solubility.",7.5,7.3,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.547179999999997,0.75,-7.3,5.252820000000004,20,0,0,0,0,0,50
CC(F)c1cccc(C(c2ccccc2)c2ccccc2)c1,CC(F)c1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a fluorine-substituted aromatic system with potential for good lipophilicity, but the presence of multiple aromatic rings may lead to poor solubility and metabolic liability.",6.5,8.1,-0.8973000000000049,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.702699999999995,0.65,-8.1,5.897300000000005,22,0,0,0,0,0,50
Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its high molecular weight and lipophilicity may limit oral bioavailability and solubility.",7.5,7.3,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.547179999999997,0.75,-7.3,5.252820000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
COCc1cc(Cc2ccccn2)ccc1-c1ncc(C(O)F)cn1,COCc1cc(Cc2ccccn2)ccc1-c1ncc(C(O)F)cn1,0.55,"The molecule contains a fluorinated hydroxyl group and a nitrile, which may raise concerns about metabolic stability and toxicity, though the core structure shows some drug-like features.",5.5,6.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.9,0.55,-6.4,3.236200000000002,25,5,1,0,0,0,50
Cc1cccc(Cc2ccc(C(C)F)cc2)c1,Cc1cccc(Cc2ccc(C(C)F)cc2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but the presence of a fluorine-substituted aromatic ring may raise concerns about metabolic stability and synthetic complexity.",7.5,6.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.9,0.75,-6.4,4.6163200000000035,17,0,0,0,0,0,50
c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,c1ccc(CCc2cccc(-c3ccccc3)c2)cc1,0.75,The molecule has a reasonable scaffold but contains a potentially bulky and lipophilic side chain which may impact solubility and oral bioavailability.,7.5,7.0,-0.13880000000000425,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.361199999999997,0.75,-7.0,5.138800000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
Cc1ccc(-c2ccccc2Cc2ccccc2)cc1,Cc1ccc(-c2ccccc2Cc2ccccc2)cc1,0.65,"The molecule contains a large, lipophilic aromatic system with potential for poor solubility and permeability, but no obvious reactive groups or toxicophores.",6.5,7.3,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.547179999999997,0.65,-7.3,5.252820000000004,20,0,0,0,0,0,50
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,Cc1cccc(C(c2ccccc2)c2ccccc2)c1,0.65,"The molecule contains a symmetric biphenyl core with a central carbon bridge, which may lead to poor solubility and limited oral bioavailability due to high lipophilicity and potential metabolic instability.",6.5,8.0,-0.17522000000000393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.324779999999997,0.65,-8.0,5.175220000000004,20,0,0,0,0,0,50
CCc1cccc(Cc2ccccc2)c1,CCc1cccc(Cc2ccccc2)c1,0.85,"The molecule has a reasonable structure with no obvious reactive groups or toxicophores, but its lipophilicity may pose solubility and permeability challenges.",8.5,6.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.9,0.85,-6.4,3.839800000000002,15,0,0,0,0,0,50
