Smiles,smiles,score,comment,DockingScoreReward,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,GlaxoReward,Reward,DockingScoreProperty,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,GlaxoProperty,Epoch
C=Cc1cc(C=Cc2ccc(-c3ccccc3)cc2)no1,C=Cc1cc(C=Cc2ccc(-c3ccccc3)cc2)no1,5.64499999999999,,5.8,-0.155000000000003,0,0,0,0,0,5.64499999999999,-5.8,5.155,21,2,0,0,0,11
C(=Cc1cccc(-c2ccnc(-c3nnco3)c2)c1)c1ccncc1,C(=Cc1cccc(-c2ccnc(-c3nnco3)c2)c1)c1ccncc1,6.1,,6.1,0,0,0,0,0,0,6.1,-6.1,4.364,25,5,0,0,0,11
NC(=O)NC(=O)c1ccccc1[NH+](c1cccc(O)c1)C1CCCC1,NC(=O)NC(=O)c1ccccc1[NH+](c1cccc(O)c1)C1CCCC1,6.6,,6.6,0,0,0,0,0,0,6.6,-6.6,1.99139999999999,25,3,4,0,0,11
C=Cc1ccc(-c2ccc(-c3ccccc3)cc2)c(NCCC)c1,C=Cc1ccc(-c2ccc(-c3ccccc3)cc2)c(NCCC)c1,3.71449999999999,,5.2,-1.4855,0,0,0,0,0,3.71449999999999,-5.2,6.4855,24,1,1,0,0,11
CN(CC=O)N1CCC(c2cccc(Cl)c2)C(c2ccccc2NN)C1,CN(CC=O)N1CCC(c2cccc(Cl)c2)C(c2ccccc2NN)C1,5.6,,5.6,0,0,0,0,0,0,5.6,-5.6,3.2444,26,5,2,0,0,11
O=[SH](=O)c1ccc(-c2cc(NNc3ccon3)on2)cc1,O=[SH](=O)c1ccc(-c2cc(NNc3ccon3)on2)cc1,6.1,,7.1,0,0,0,0,0,-1,6.1,-7.1,1.7389,21,8,3,0,1,11
O=C(Cc1ccc(-c2ccco2)s1)c1ccc(-c2ccccn2)cc1,O=C(Cc1ccc(-c2ccco2)s1)c1ccc(-c2ccccn2)cc1,5.20449999999999,,5.7,-0.495500000000004,0,0,0,0,0,5.20449999999999,-5.7,5.4955,25,4,0,0,0,11
Clc1ccccc1Nc1cc(-c2nnco2)ccc1Cl,Clc1ccccc1Nc1cc(-c2nnco2)ccc1Cl,7.1,,7.1,0,0,0,0,0,0,7.1,-7.1,4.787,20,4,1,0,0,11
O=CCc1ccc(-c2ccc(-c3ccccn3)cc2)c(C(O)F)c1,O=CCc1ccc(-c2ccc(-c3ccccn3)cc2)c(C(O)F)c1,3.8,,3.8,0,0,0,0,0,0,3.8,-3.8,4.1174,24,3,1,0,0,11
CCC(F)c1ccc(-c2ccccc2)cc1-c1ccccc1,CCC(F)c1ccc(-c2ccccc2)cc1-c1ccccc1,6.75879999999999,,8.2,-1.4412,0,0,0,0,0,6.75879999999999,-8.2,6.4412,22,0,0,0,0,11
C=Cc1ccc(C=C)c(C(=N)c2ccoc2)c1,C=Cc1ccc(C=C)c(C(=N)c2ccoc2)c1,6.5,,6.5,0,0,0,0,0,0,6.5,-6.5,3.98177,17,2,1,0,0,11
CCOC(=O)c1cc([NH+](C2CCCC2)C2CCC(O)C2)ccc1C1CCCC1O,CCOC(=O)c1cc([NH+](C2CCCC2)C2CCC(O)C2)ccc1C1CCCC1O,6.4,,6.4,0,0,0,0,0,0,6.4,-6.4,2.8641,29,4,3,0,0,11
O=C(Oc1ncccn1)c1cc(C2CCNCC2)ccc1-c1ccno1,O=C(Oc1ncccn1)c1cc(C2CCNCC2)ccc1-c1ccno1,7.3,,7.3,0,0,0,0,0,0,7.3,-7.3,2.8178,26,7,1,0,0,11
CC(c1ccc(Cc2ccccc2)cc1)C(N)CNC=O,CC(c1ccc(Cc2ccccc2)cc1)C(N)CNC=O,6.4,,6.4,0,0,0,0,0,0,6.4,-6.4,2.45419999999999,21,2,2,0,0,11
NC(F)(Cc1ccccc1-c1ccccc1)c1ccccc1,NC(F)(Cc1ccccc1-c1ccccc1)c1ccccc1,8.1,,8.1,0,0,0,0,0,0,8.1,-8.1,4.6773,22,1,1,0,0,11
CC(CN)N=Cc1ccc([NH2+]C2CCCC2)c(C=S)c1,CC(CN)N=Cc1ccc([NH2+]C2CCCC2)c(C=S)c1,5.8,,5.8,0,0,0,0,0,0,5.8,-5.8,1.93799999999999,20,3,2,0,0,11
CCCNc1ccc(-c2ccc(-c3ccccc3)cc2)cc1-c1ccoc1,CCCNc1ccc(-c2ccc(-c3ccccc3)cc2)cc1-c1ccoc1,3.99749999999999,,6.1,-2.1025,0,0,0,0,0,3.99749999999999,-6.1,7.1025,27,2,1,0,0,11
N#Cc1nnc(NNc2ccccc2-c2ccccc2)o1,N#Cc1nnc(NNc2ccccc2-c2ccccc2)o1,7.4,,7.4,0,0,0,0,0,0,7.4,-7.4,3.04728,21,6,2,0,0,11
Smiles,smiles,score,comment,DockingScoreReward,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,GlaxoReward,Reward,DockingScoreProperty,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,GlaxoProperty,Epoch
N#Cc1ccc(-c2csc(-c3ccncc3)n2)cc1Cl,N#Cc1ccc(-c2csc(-c3ccncc3)n2)cc1Cl,6,,6,0,0,0,0,0,0,6,-6,4.39718,20,4,0,0,0,12
C#Cc1cc(C(C)(F)c2ccco2)ccc1-c1ccncc1,C#Cc1cc(C(C)(F)c2ccco2)ccc1-c1ccncc1,6.7,,6.7,0,0,0,0,0,0,6.7,-6.7,4.5559,22,2,0,0,0,12
NNc1cccc(-c2ccc(-c3ccccc3)c(-c3ccncc3)c2)c1,NNc1cccc(-c2ccc(-c3ccccc3)c(-c3ccncc3)c2)c1,7.03179999999999,,7.4,-0.368200000000003,0,0,0,0,0,7.03179999999999,-7.4,5.3682,26,3,2,0,0,12
O=S(=O)(c1ccccc1)c1ccc(-c2ccncc2)c(-c2ccncc2)c1,O=S(=O)(c1ccccc1)c1ccc(-c2ccncc2)c(-c2ccncc2)c1,6.7,,6.7,0,0,0,0,0,0,6.7,-6.7,4.6434,27,4,0,0,0,12
c1ccc(N(c2ccccc2)c2cc(-c3ccco3)ccn2)cc1,c1ccc(N(c2ccccc2)c2cc(-c3ccco3)ccn2)cc1,5.98859999999999,,6.8,-0.811400000000004,0,0,0,0,0,5.98859999999999,-6.8,5.8114,24,3,0,0,0,12
NNc1ccc(-c2ccccc2)cc1-c1ccccc1-c1ccccn1,NNc1ccc(-c2ccccc2)cc1-c1ccccc1-c1ccccn1,6.83179999999999,,7.2,-0.368200000000003,0,0,0,0,0,6.83179999999999,-7.2,5.3682,26,3,2,0,0,12
c1ccc(-c2cc(Cc3ccccc3-c3ccncc3)ccn2)cc1,c1ccc(-c2cc(Cc3ccccc3-c3ccncc3)ccn2)cc1,6.19859999999999,,6.6,-0.401400000000004,0,0,0,0,0,6.19859999999999,-6.6,5.4014,25,2,0,0,0,12
CN(C)C(C(=O)c1ccccc1)C(Oc1ccccc1)c1ccccc1,CN(C)C(C(=O)c1ccccc1)C(Oc1ccccc1)c1ccccc1,6.2,,6.2,0,0,0,0,0,0,6.2,-6.2,4.6198,26,3,0,0,0,12
O=CC(c1ccc(NC(F)(F)F)cc1)c1ncccn1,O=CC(c1ccc(NC(F)(F)F)cc1)c1ncccn1,6.3,,6.3,0,0,0,0,0,0,6.3,-6.3,2.7391,20,4,1,0,0,12
NNc1ccc(-c2cccc(-c3ccccn3)c2)cc1-c1ccoc1,NNc1ccc(-c2cccc(-c3ccccn3)c2)cc1-c1ccoc1,6.8,,6.8,0,0,0,0,0,0,6.8,-6.8,4.9612,25,4,2,0,0,12
NNC=Cc1ccc(Cl)c(C2CC2)c1,NNC=Cc1ccc(Cl)c(C2CC2)c1,6,,6,0,0,0,0,0,0,6,-6,2.6514,14,2,2,0,0,12
NNc1cc(-c2ccc(-c3ccoc3)cc2NN)co1,NNc1cc(-c2ccc(-c3ccoc3)cc2NN)co1,6.5,,6.5,0,0,0,0,0,0,6.5,-6.5,2.7778,20,6,4,0,0,12
C=Cc1ccc(C(N)CC)c(-c2ccc(C(C)CN)cc2)c1,C=Cc1ccc(C(N)CC)c(-c2ccc(C(C)CN)cc2)c1,6.5,,6.5,0,0,0,0,0,0,6.5,-6.5,4.4686,22,2,2,0,0,12
C=Cc1ccc(C(C)F)c(-c2ccc(-c3ccccc3)cc2)c1,C=Cc1ccc(C(C)F)c(-c2ccc(-c3ccccc3)cc2)c1,5.80589999999999,,7.5,-1.6941,0,0,0,0,0,5.80589999999999,-7.5,6.6941,23,0,0,0,0,12
C=NNNc1ccc(-c2ccccc2)cc1Cl,C=NNNc1ccc(-c2ccccc2)cc1Cl,6.7,,6.7,0,0,0,0,0,0,6.7,-6.7,3.5391,17,3,2,0,0,12
CC(CN)c1ccc(Sc2ccc(Cc3ccccn3)cc2)cc1,CC(CN)c1ccc(Sc2ccc(Cc3ccccn3)cc2)cc1,6.4,,6.4,0,0,0,0,0,0,6.4,-6.4,4.8858,24,3,1,0,0,12
c1ccc(C23CC4CC(CC(C4)C2)C3)c(NNNNC2CCCNC2)c1,c1ccc(C23CC4CC(CC(C4)C2)C3)c(NNNNC2CCCNC2)c1,7.1,,7.1,0,0,0,0,0,0,7.1,-7.1,2.83209999999999,26,5,5,0,0,12
FC(OC1CCCC1)c1ccnc(-c2cccc(NC=S)c2)c1,FC(OC1CCCC1)c1ccnc(-c2cccc(NC=S)c2)c1,6.55499999999999,,6.6,-0.0450000000000034,0,0,0,0,0,6.55499999999999,-6.6,5.045,23,3,1,0,0,12
c1ccc(C(c2ccccc2)c2ccnc(-c3nnco3)c2)cc1,c1ccc(C(c2ccccc2)c2ccnc(-c3nnco3)c2)cc1,8.3,,8.3,0,0,0,0,0,0,8.3,-8.3,4.3118,24,4,0,0,0,12
CNC(=O)c1ccc(-c2ncccn2)cc1-c1cc(NN)co1,CNC(=O)c1ccc(-c2ncccn2)cc1-c1cc(NN)co1,7.3,,7.3,0,0,0,0,0,0,7.3,-7.3,2.0488,23,6,3,0,0,12
O=CNCN=Cc1ccc(C(=O)Nc2ccccc2)cc1,O=CNCN=Cc1ccc(C(=O)Nc2ccccc2)cc1,5.5,,5.5,0,0,0,0,0,0,5.5,-5.5,2.06129999999999,21,3,2,0,0,12
C#Cc1cc(C(C)(F)c2ccnc3ccccc23)ccc1-c1ccoc1,C#Cc1cc(C(C)(F)c2ccnc3ccccc23)ccc1-c1ccoc1,5.69089999999999,,6.4,-0.709100000000003,0,0,0,0,0,5.69089999999999,-6.4,5.7091,26,2,0,0,0,12
O=C(Cc1ccc(C2CCC(O)C2)cc1Nc1ccccc1)c1ccccn1,O=C(Cc1ccc(C2CCC(O)C2)cc1Nc1ccccc1)c1ccccn1,7.2,,7.2,0,0,0,0,0,0,7.2,-7.2,4.879,28,4,2,0,0,12
C=Cc1ccc(NNNN)c(-c2ccccc2)c1,C=Cc1ccc(NNNN)c(-c2ccccc2)c1,7.3,,7.3,0,0,0,0,0,0,7.3,-7.3,2.2914,18,4,4,0,0,12
C(=Nc1cncnc1)c1cccc(-c2ccccc2-c2ccoc2)c1,C(=Nc1cncnc1)c1cccc(-c2ccccc2-c2ccoc2)c1,6.74579999999999,,6.9,-0.154200000000003,0,0,0,0,0,6.74579999999999,-6.9,5.1542,25,4,0,0,0,12
C#Cc1coc(NNc2ccccc2OC=O)c1,C#Cc1coc(NNc2ccccc2OC=O)c1,6.2,,6.2,0,0,0,0,0,0,6.2,-6.2,2.2351,18,5,2,0,0,12
C(=Cc1ccccc1-c1cc(-c2ccccn2)co1)Cc1ccccn1,C(=Cc1ccccc1-c1cc(-c2ccccn2)co1)Cc1ccccn1,6.34049999999999,,7,-0.659500000000004,0,0,0,0,0,6.34049999999999,-7,5.6595,26,3,0,0,0,12
S=CNc1ccc(C=Cc2ccnc(-c3ccoc3)c2)cc1,S=CNc1ccc(C=Cc2ccnc(-c3ccoc3)c2)cc1,6.5,,6.5,0,0,0,0,0,0,6.5,-6.5,4.8811,22,3,1,0,0,12
C=Cc1ccc(-c2cc(-c3ccco3)ccc2CC=O)cc1,C=Cc1ccc(-c2cc(-c3ccco3)ccc2CC=O)cc1,8.1,,8.1,0,0,0,0,0,0,8.1,-8.1,4.998,22,2,0,0,0,12
C(=CC1CCCCCC1)c1ccccc1NNc1ncccn1,C(=CC1CCCCCC1)c1ccccc1NNc1ncccn1,7.5,,7.5,0,0,0,0,0,0,7.5,-7.5,4.8992,23,4,2,0,0,12
C(=Cc1ccccn1)Cc1ccc(-c2ccncc2)cc1,C(=Cc1ccccn1)Cc1ccc(-c2ccncc2)cc1,6.9,,6.9,0,0,0,0,0,0,6.9,-6.9,4.3995,21,2,0,0,0,12
CC(C=O)Oc1ccccc1N(Cc1ccccn1)C1CCCCCC1,CC(C=O)Oc1ccccc1N(Cc1ccccn1)C1CCCCCC1,6.6,,6.6,0,0,0,0,0,0,6.6,-6.6,4.7772,26,4,0,0,0,12
N=Cc1cc(-c2ccccn2)ccc1C1CCC(=O)N1c1ncccn1,N=Cc1cc(-c2ccccn2)ccc1C1CCC(=O)N1c1ncccn1,7,,7,0,0,0,0,0,0,7,-7,3.40437,26,5,1,0,0,12
O=C(c1cccc(-c2ccccn2)c1)c1coc(-c2ccccc2)c1,O=C(c1cccc(-c2ccccn2)c1)c1coc(-c2ccccc2)c1,6.76039999999999,,7,-0.239600000000003,0,0,0,0,0,6.76039999999999,-7,5.2396,25,3,0,0,0,12
NNc1cccc(-c2ccccc2-c2cnc(C3CCCNC3)nc2)c1,NNc1cccc(-c2ccccc2-c2cnc(C3CCCNC3)nc2)c1,8.6,,8.6,0,0,0,0,0,0,8.6,-8.6,3.5632,26,5,3,0,0,12
NNOC(=O)C(=O)c1ccc(-c2ccoc2)cc1,NNOC(=O)C(=O)c1ccc(-c2ccoc2)cc1,6.6,,6.6,0,0,0,0,0,0,6.6,-6.6,1.0508,18,6,2,0,0,12
Nc1ccccc1-c1cc(-c2ccoc2)ccc1NNC1C=CC(C(=O)[O-])C1,Nc1ccccc1-c1cc(-c2ccoc2)ccc1NNC1C=CC(C(=O)[O-])C1,6.3,,6.3,0,0,0,0,0,0,6.3,-6.3,2.8069,28,6,3,0,0,12
O=S(=O)(c1ccccc1)c1ccc(SC(F)(F)F)cc1-c1cccs1,O=S(=O)(c1ccccc1)c1ccc(SC(F)(F)F)cc1-c1cccs1,5.54019999999999,,6.4,-0.859800000000003,0,0,0,0,0,5.54019999999999,-6.4,5.8598,25,4,0,0,0,12
O=CCNNNc1ccccc1-c1ccccc1-c1ccccc1,O=CCNNNc1ccccc1-c1ccccc1-c1ccccc1,7.2,,7.2,0,0,0,0,0,0,7.2,-7.2,3.6406,24,4,3,0,0,12
C=CCONNc1cc(-c2ccco2)ccc1-c1ccccn1,C=CCONNc1cc(-c2ccco2)ccc1-c1ccccn1,6.7,,6.7,0,0,0,0,0,0,6.7,-6.7,4.0427,23,5,2,0,0,12
CC(C)(Nc1nnco1)c1ccccc1NC(=O)c1nccs1,CC(C)(Nc1nnco1)c1ccccc1NC(=O)c1nccs1,7.2,,7.2,0,0,0,0,0,0,7.2,-7.2,3.1256,23,7,2,0,0,12
C#CC(=O)Cc1ccccc1-c1ccc(-c2nccs2)cc1Cl,C#CC(=O)Cc1ccccc1-c1ccc(-c2nccs2)cc1Cl,6.8,,6.8,0,0,0,0,0,0,6.8,-6.8,4.8753,23,3,0,0,0,12
NNNNc1ccc(-c2cccc3c2OCO3)cc1-c1ccccn1,NNNNc1ccc(-c2cccc3c2OCO3)cc1-c1ccccn1,8.1,,8.1,0,0,0,0,0,0,8.1,-8.1,2.4391,25,7,4,0,0,12
c1ccc(C(c2ccccn2)c2ccccc2-c2ccncc2)cc1,c1ccc(C(c2ccccn2)c2ccccc2-c2ccncc2)cc1,4.97619999999999,,5.3,-0.323800000000003,0,0,0,0,0,4.97619999999999,-5.3,5.3238,25,2,0,0,0,12
c1cnc(-c2cc(-c3ccccc3-c3cc(NC4CC4)ccn3)ccn2)nc1,c1cnc(-c2cc(-c3ccccc3-c3cc(NC4CC4)ccn3)ccn2)nc1,7.1,,7.1,0,0,0,0,0,0,7.1,-7.1,4.8419,28,5,1,0,0,12
N=Cc1ccc(Cc2cccs2)cc1C1CCCC1O,N=Cc1ccc(Cc2cccs2)cc1C1CCCC1O,7.1,,7.1,0,0,0,0,0,0,7.1,-7.1,3.96497,20,3,2,0,0,12
ONNc1cc(O)ccc1-c1ccno1,ONNc1cc(O)ccc1-c1ccno1,6.6,,6.6,0,0,0,0,0,0,6.6,-6.6,1.35289999999999,15,6,4,0,0,12
NNc1cc(-c2cccc(C3CCC(N4CCCC4)C3)c2)on1,NNc1cc(-c2cccc(C3CCC(N4CCCC4)C3)c2)on1,7.2,,7.2,0,0,0,0,0,0,7.2,-7.2,3.3591,23,5,2,0,0,12
O=C(c1ccc(-c2ccco2)cc1Cl)c1cccc2c1OCO2,O=C(c1ccc(-c2ccco2)cc1Cl)c1cccc2c1OCO2,7,,7,0,0,0,0,0,0,7,-7,4.5597,23,4,0,0,0,12
CC(C)C(c1ccoc1)c1ccc(-c2ccccn2)c(-c2c[nH]c3ccccc23)c1,CC(C)C(c1ccoc1)c1ccc(-c2ccccn2)c(-c2c[nH]c3ccccc23)c1,4.32219999999999,,6.6,-2.2778,0,0,0,0,0,4.32219999999999,-6.6,7.2778,30,2,1,0,0,12
NNc1cc(-c2ccncc2)ccc1Nc1cccc(Cl)c1,NNc1cc(-c2ccncc2)ccc1Nc1cccc(Cl)c1,4.2,,4.2,0,0,0,0,0,0,4.2,-4.2,4.4312,22,4,3,0,0,12
C=Cc1cc(C(F)Oc2ccon2)ccc1-c1ccncc1,C=Cc1cc(C(F)Oc2ccon2)ccc1-c1ccncc1,6.7,,6.7,0,0,0,0,0,0,6.7,-6.7,4.4267,22,4,0,0,0,12
NNC1CCN(c2ccc(C(F)Cc3ccccn3)cc2)CC1,NNC1CCN(c2ccc(C(F)Cc3ccccn3)cc2)CC1,6.8,,6.8,0,0,0,0,0,0,6.8,-6.8,2.767,23,4,2,0,0,12
NNc1cc(-c2ccc(-c3ccon3)c(-c3ccccc3)c2)no1,NNc1cc(-c2ccc(-c3ccon3)c(-c3ccccc3)c2)no1,7.6,,7.6,0,0,0,0,0,0,7.6,-7.6,3.9492,24,6,2,0,0,12
CCCNc1ccc(-c2ncc(-c3cc(-c4cccc(Cl)c4)ccn3)cn2)cc1,CCCNc1ccc(-c2ncc(-c3cc(-c4cccc(Cl)c4)ccn3)cn2)cc1,-1.3479,,0,-1.3479,0,0,0,0,0,-1.3479,4.7,6.3479,29,4,1,0,0,12
O=C(Nc1cccc(Nc2ccccn2)c1)c1ccccc1,O=C(Nc1cccc(Nc2ccccn2)c1)c1ccccc1,7,,7,0,0,0,0,0,0,7,-7,4.0775,22,3,2,0,0,12
NNCC(F)c1ccc(-c2ccncc2)c(-c2ccc3c(c2)OCO3)c1,NNCC(F)c1ccc(-c2ccncc2)c(-c2ccc3c(c2)OCO3)c1,6.9,,6.9,0,0,0,0,0,0,6.9,-6.9,3.6182,26,5,2,0,0,12
c1ccc(-c2cc(Oc3cncnc3)ccc2-c2ccncc2)nc1,c1ccc(-c2cc(Oc3cncnc3)ccc2-c2ccncc2)nc1,7.3,,7.3,0,0,0,0,0,0,7.3,-7.3,4.3929,25,5,0,0,0,12
O=C([O-])C=NN(c1ccccc1)C1CCOC1,O=C([O-])C=NN(c1ccccc1)C1CCOC1,6.3,,6.3,0,0,0,0,0,0,6.3,-6.3,0.0175999999999991,17,5,0,0,0,12
C#Cc1cc(-c2ccccc2NC#N)co1,C#Cc1cc(-c2ccccc2NC#N)co1,6.3,,6.3,0,0,0,0,0,0,6.3,-6.3,2.82088,16,3,1,0,0,12
NNc1ccccc1-c1cc(-c2ccncc2)ccc1C(N)=O,NNc1ccccc1-c1cc(-c2ccncc2)ccc1C(N)=O,8,,8,0,0,0,0,0,0,8,-8,2.8001,23,4,3,0,0,12
c1ccc(-c2ccc(-c3ccc(-c4ccco4)cc3)c(-c3ccncc3)c2)nc1,c1ccc(-c2ccc(-c3ccc(-c4ccco4)cc3)c(-c3ccncc3)c2)nc1,5.26239999999999,,7,-1.7376,0,0,0,0,0,5.26239999999999,-7,6.7376,29,3,0,0,0,12
CC(CNc1ccon1)c1cc(C2CCCCCC2)ccc1C1CCC(=O)N1,CC(CNc1ccon1)c1cc(C2CCCCCC2)ccc1C1CCC(=O)N1,7.62089999999999,,7.9,-0.279100000000004,0,0,0,0,0,7.62089999999999,-7.9,5.2791,28,4,2,0,0,12
NNc1cc(-c2ccccc2)ccc1-c1cc(-c2ccccn2)no1,NNc1cc(-c2ccccc2)ccc1-c1cc(-c2ccccn2)no1,5.4,,5.4,0,0,0,0,0,0,5.4,-5.4,4.3562,25,5,2,0,0,12
Smiles,smiles,score,comment,DockingScoreReward,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,GlaxoReward,Reward,DockingScoreProperty,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,GlaxoProperty,Epoch
CS(=O)c1cccc(-c2cc(NNc3cccc4c3OCO4)co2)c1,CS(=O)c1cccc(-c2cc(NNc3cccc4c3OCO4)co2)c1,7.5,,7.5,0,0,0,0,0,0,7.5,-7.5,3.8517,25,6,2,0,0,13
NNc1ccc(SNC=S)cc1-c1ccncc1,NNc1ccc(SNC=S)cc1-c1ccncc1,5.7,,5.7,0,0,0,0,0,0,5.7,-5.7,2.5881,18,5,3,0,0,13
NNc1cc(C2CCCC2c2cccc(Cl)c2)cc2c1OCO2,NNc1cc(C2CCCC2c2cccc(Cl)c2)cc2c1OCO2,5.8,,5.8,0,0,0,0,0,0,5.8,-5.8,4.4056,23,4,2,0,0,13
O=C(Nc1cc(-c2ccccc2-c2ccoc2)ccn1)c1ccccc1,O=C(Nc1cc(-c2ccccc2-c2ccoc2)ccn1)c1ccccc1,6.13909999999999,,6.4,-0.260900000000003,0,0,0,0,0,6.13909999999999,-6.4,5.2609,26,3,1,0,0,13
OC(F)c1cc(Cl)ccc1-c1ccccc1-c1ccon1,OC(F)c1cc(Cl)ccc1-c1ccccc1-c1ccon1,7.5,,7.5,0,0,0,0,0,0,7.5,-7.5,4.6224,21,3,1,0,0,13
FCONNOc1ccc(-c2ccccc2)cc1,FCONNOc1ccc(-c2ccccc2)cc1,6.7,,6.7,0,0,0,0,0,0,6.7,-6.7,2.6002,18,4,2,0,0,13
O=C(C=Cc1ccccc1)NCc1ncc(-c2ccncc2)cn1,O=C(C=Cc1ccccc1)NCc1ncc(-c2ccncc2)cn1,6.5,,6.5,0,0,0,0,0,0,6.5,-6.5,2.8682,24,4,1,0,0,13
O=C([O-])C1C=CC(c2cc(-c3ccc(Nc4ccccc4-c4ccco4)cc3)ccn2)C1,O=C([O-])C1C=CC(c2cc(-c3ccc(Nc4ccccc4-c4ccco4)cc3)ccn2)C1,5.53819999999999,,5.7,-0.161800000000003,0,0,0,0,0,5.53819999999999,-5.7,5.1618,32,5,1,0,0,13
NNNNc1ccccc1-c1cc(-c2ccoc2)ccn1,NNNNc1ccccc1-c1cc(-c2ccoc2)ccn1,7.7,,7.7,0,0,0,0,0,0,7.7,-7.7,2.3034,21,6,4,0,0,13
CC1CCCCC1c1cccc(NNC(=O)CC2C=CC(C=O)C2)c1,CC1CCCCC1c1cccc(NNC(=O)CC2C=CC(C=O)C2)c1,5.7,,6.7,0,0,0,0,0,-1,5.7,-6.7,4.2047,25,3,2,0,1,13
NNc1cnc(-c2ccnc(-c3coc(-c4ccccc4)c3)c2)nc1,NNc1cnc(-c2ccnc(-c3coc(-c4ccccc4)c3)c2)nc1,4.6,,4.6,0,0,0,0,0,0,4.6,-4.6,3.7512,25,6,2,0,0,13
CC(c1cncnc1)C(N)c1ccc(C=CCl)cc1,CC(c1cncnc1)C(N)c1ccc(C=CCl)cc1,6,,6,0,0,0,0,0,0,6,-6,3.4896,19,3,1,0,0,13
C=Cc1ccc(C(=S)c2ncccn2)c(-c2ccoc2)c1,C=Cc1ccc(C(=S)c2ncccn2)c(-c2ccoc2)c1,5.5,,6.5,0,0,0,0,-1,0,5.5,-6.5,4.1459,21,4,0,1,0,13
CC(c1ccccc1Cl)C(Nc1ncccn1)c1ccccc1,CC(c1ccccc1Cl)C(Nc1ncccn1)c1ccccc1,7.11309999999999,,7.2,-0.0869000000000044,0,0,0,0,0,7.11309999999999,-7.2,5.0869,23,3,1,0,0,13
O=C(Cc1ccoc1)c1ccc(-c2csc(-c3ncccn3)n2)cc1,O=C(Cc1ccoc1)c1ccc(-c2csc(-c3ncccn3)n2)cc1,6.3,,6.3,0,0,0,0,0,0,6.3,-6.3,4.2855,25,6,0,0,0,13
C(=Cc1ccc(-c2ccccc2)cc1)NNc1ccno1,C(=Cc1ccc(-c2ccccc2)cc1)NNc1ccno1,6.6,,6.6,0,0,0,0,0,0,6.6,-6.6,3.929,21,4,2,0,0,13
CC(c1cccc(Oc2ccnc(Cl)c2)c1)C(N)C=O,CC(c1cccc(Oc2ccnc(Cl)c2)c1)C(N)C=O,5.9,,5.9,0,0,0,0,0,0,5.9,-5.9,3.157,20,4,1,0,0,13
CC(NN)C(Nc1ccccc1)Nc1ccccc1-c1ccco1,CC(NN)C(Nc1ccccc1)Nc1ccccc1-c1ccco1,6.6,,6.6,0,0,0,0,0,0,6.6,-6.6,3.6485,24,5,4,0,0,13
O=S(=O)(c1ccnc2ccccc12)N1CCC(c2ccccc2-c2cc(Cl)c3c(c2)OCO3)CC1,O=S(=O)(c1ccnc2ccccc12)N1CCC(c2ccccc2-c2cc(Cl)c3c(c2)OCO3)CC1,3.14779999999999,,4,-0.852200000000004,0,0,0,0,0,3.14779999999999,-4,5.8522,35,5,0,0,0,13
COCCC(=O)NCc1ccc(C2CC(c3ccno3)CC2O)cc1,COCCC(=O)NCc1ccc(C2CC(c3ccno3)CC2O)cc1,5.7,,5.7,0,0,0,0,0,0,5.7,-5.7,2.3494,25,5,2,0,0,13
NNc1cc(OC(=O)C=O)ccc1-c1ccccn1,NNc1cc(OC(=O)C=O)ccc1-c1ccccn1,6.3,,6.3,0,0,0,0,0,0,6.3,-6.3,1.13849999999999,19,6,2,0,0,13
CC(Oc1cc(NN)co1)C(=O)c1cccc(-c2ccco2)c1,CC(Oc1cc(NN)co1)C(=O)c1cccc(-c2ccco2)c1,7.4,,7.4,0,0,0,0,0,0,7.4,-7.4,3.4754,23,6,2,0,0,13
N#CNNc1cc(-c2ccc(-c3ccoc3)cc2)cc2c1OCO2,N#CNNc1cc(-c2ccc(-c3ccoc3)cc2)cc2c1OCO2,7.7,,7.7,0,0,0,0,0,0,7.7,-7.7,3.73988,24,6,2,0,0,13
CCOC(=O)c1cc(OC2CCCO2)ccc1CNC=O,CCOC(=O)c1cc(OC2CCCO2)ccc1CNC=O,6.3,,6.3,0,0,0,0,0,0,6.3,-6.3,1.62459999999999,21,5,1,0,0,13
C=Cc1ccccc1C1CC(c2cc(-c3ccoc3)ccn2)CC1O,C=Cc1ccccc1C1CC(c2cc(-c3ccoc3)ccn2)CC1O,7.19329999999999,,7.2,-0.0067000000000057,0,0,0,0,0,7.19329999999999,-7.2,5.0067,25,3,1,0,0,13
C=Cc1ccc(-c2ccnc(N3CCC(c4ncccn4)CC3)c2)cc1,C=Cc1ccc(-c2ccnc(N3CCC(c4ncccn4)CC3)c2)cc1,6.4,,6.4,0,0,0,0,0,0,6.4,-6.4,4.5656,26,4,0,0,0,13
